Date,VZ_Close_Last,T_Close_Last
2019-07-16,57.41,26.28
2019-07-15,57.58,26.38
2019-07-12,57.19,26.33
2019-07-11,56.92,26.18
2019-07-10,57.0,26.42
2019-07-09,56.41,26.25
2019-07-08,57.89,26.8
2019-07-05,58.31,26.84
2019-07-03,58.13,26.59
2019-07-02,58.13,26.48
2019-07-01,56.66,26.16
2019-06-28,57.13,26.22
2019-06-27,57.25,25.81
2019-06-26,56.99,25.46
2019-06-25,58.0,25.47
2019-06-24,58.27,25.49
2019-06-21,57.77,25.39
2019-06-20,57.34,25.46
2019-06-19,57.63,25.36
2019-06-18,57.33,25.38
2019-06-17,57.63,25.28
2019-06-14,58.28,25.31
2019-06-13,57.62,25.27
2019-06-12,57.36,25.18
2019-06-11,56.83,25.13
2019-06-10,56.15,24.99
2019-06-07,57.24,25.42
2019-06-06,57.54,25.12
2019-06-05,57.03,24.79
2019-06-04,56.22,24.63
2019-06-03,56.38,24.33
2019-05-31,54.35,23.93
2019-05-30,56.83,24.93
2019-05-29,58.18,24.97
2019-05-28,58.73,24.99
2019-05-24,59.32,25.25
2019-05-23,58.87,25.15
2019-05-22,59.25,25.26
2019-05-21,59.5,25.36
2019-05-20,59.01,25.19
2019-05-17,58.09,24.88
2019-05-16,57.38,24.74
2019-05-15,56.81,24.45
2019-05-14,56.55,24.33
2019-05-13,56.75,23.84
2019-05-10,56.91,23.96
2019-05-09,56.48,23.77
2019-05-08,56.38,23.71
2019-05-07,56.63,23.89
2019-05-06,56.91,23.94
2019-05-03,57.24,24.02
2019-05-02,56.99,23.96
2019-05-01,56.52,24.09
2019-04-30,57.19,24.23
2019-04-29,56.84,24.16
2019-04-26,56.58,24.01
2019-04-25,55.85,23.74
2019-04-24,57.08,24.09
2019-04-23,57.15,25.12
2019-04-22,58.37,25.1
2019-04-18,58.04,25.06
2019-04-17,57.78,25.0
2019-04-16,58.79,25.24
2019-04-15,58.71,25.06
2019-04-12,58.74,25.2
2019-04-11,58.56,25.2
2019-04-10,58.61,24.95
2019-04-09,58.4,24.85
2019-04-08,59.13,25.35
2019-04-05,59.09,25.31
2019-04-04,58.99,25.02
2019-04-03,58.87,24.94
2019-04-02,58.53,24.75
2019-04-01,59.09,25.0
2019-03-29,59.13,24.54
2019-03-28,59.08,24.27
2019-03-27,60.88,24.57
2019-03-26,60.63,24.56
2019-03-25,60.08,24.08
2019-03-22,59.76,24.31
2019-03-21,58.29,24.31
2019-03-20,57.67,23.87
2019-03-19,57.5,24.01
2019-03-18,58.07,24.1
2019-03-15,58.39,24.0
2019-03-14,57.95,23.69
2019-03-13,57.66,23.69
2019-03-12,57.43,23.97
2019-03-11,57.58,23.65
2019-03-08,56.53,23.44
2019-03-07,56.3,23.41
2019-03-06,55.68,23.33
2019-03-05,56.08,23.44
2019-03-04,56.24,23.46
2019-03-01,56.96,24.12
2019-02-28,56.92,24.35
2019-02-27,56.72,24.31
2019-02-26,56.64,24.43
2019-02-25,56.78,24.36
2019-02-22,56.92,24.38
2019-02-21,56.15,24.13
2019-02-20,55.76,24.14
2019-02-19,55.44,23.97
2019-02-15,55.16,23.84
2019-02-14,54.03,23.31
2019-02-13,54.48,23.35
2019-02-12,54.42,23.33
2019-02-11,54.05,23.25
2019-02-08,53.95,23.12
2019-02-07,53.57,23.05
2019-02-06,53.79,23.13
2019-02-05,54.14,23.19
2019-02-04,54.04,23.17
2019-02-01,54.55,23.48
2019-01-31,55.06,23.52
2019-01-30,54.0,22.98
2019-01-29,53.28,24.02
2019-01-28,55.07,24.0
2019-01-25,56.4,23.99
2019-01-24,57.07,23.95
2019-01-23,57.76,24.17
2019-01-22,56.99,23.93
2019-01-18,57.09,24.23
2019-01-17,56.83,23.98
2019-01-16,57.08,23.91
2019-01-15,58.1,23.95
2019-01-14,58.03,23.96
2019-01-11,58.02,24.16
2019-01-10,57.6,23.79
2019-01-09,57.05,23.55
2019-01-08,58.38,24.48
2019-01-07,56.72,24.17
2019-01-04,56.36,23.74
2019-01-03,56.22,23.15
2019-01-02,56.02,23.12
2018-12-31,56.22,22.33
2018-12-28,55.27,22.27
2018-12-27,55.15,22.03
2018-12-26,54.44,21.97
2018-12-24,53.05,21.41
2018-12-21,54.92,22.15
2018-12-20,55.07,22.42
2018-12-19,55.86,23.33
2018-12-18,55.65,23.28
2018-12-17,55.95,23.37
2018-12-14,57.08,23.65
2018-12-13,57.09,23.41
2018-12-12,57.25,23.6
2018-12-11,58.85,23.24
2018-12-10,58.27,23.41
2018-12-07,57.68,23.59
2018-12-06,58.08,23.89
2018-12-04,58.09,24.05
2018-12-03,58.16,24.81
2018-11-30,60.3,24.45
2018-11-29,59.45,23.92
2018-11-28,60.06,24.05
